,product_url,product_code,product_title,category,gender,color,sale_price,mrp,discount,star_rating,no_of_reviews,description,details
1582,https://www.adidas.co.in/adicane-clogs/HP9414.html,HP9414,Adicane Clogs,Sportswear,Unisex,Cloud White / Pulse Blue / Cloud White,4 999,4 999,0,4.2,17,"Great for beaches, brunch spots and everywhere else the warm weather takes you. These adidas clogs simply slide on, with a moulded footbed that feels flexible and cushioned. With their sturdy outsole these clogs will make an appearance season after season.

These Adicane Clogs are made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.","['Regular fit', 'Slip-on construction', 'Synthetic upper', 'Synthetic lining', 'Moulded footbed liner', 'Bio-based EVA midsole made with 17% plant-based content derived from sugarcane', 'Synthetic outsole', 'Minimum of 50% natural and renewable materials', 'Color: Cloud White / Pulse Blue / Cloud White', 'Product code: HP9414']"
1583,https://www.adidas.co.in/nmd_v3-shoes/GW5657.html,GW5657,NMD_V3 Shoes,Originals,Women,Core Black / Core Black / Silver Metallic,7 999,15 999,50,4.0,10,"Sometimes it feels like you're moving non-stop. These adidas NMD_V3 Shoes make things a little easier on you. The super stretchy knit upper wraps your foot in comfort and supports your stride. Boost cushioning returns the energy you're throwing down and charges every step with that plush, good feeling to keep you going strong.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Lace closure', 'Stretch knit upper', 'Hugs the foot', 'Textile lining', 'Boost midsole', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Core Black / Core Black / Silver Metallic', 'Product code: GW5657']"
1584,https://www.adidas.co.in/zx-8000-parley-shoes/GX6983.html,GX6983,ZX 8000 Parley Shoes,Originals,Men,Shadow Green / Shadow Green / Green Oxide,6 999,13 999,50,4.7,49,"Since ZX first debuted as a line of running shoes in the '80s, it has been a laboratory for innovation. With these adidas shoes, the legacy continues. We partnered with Parley for the Oceans and revamped the cult-classic style with future generations of sneakerheads in mind. Just scan the QR code to find out more about the origins of the recycled materials in these iconic shoes.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Lace closure', 'Textile upper', 'BOOST midsole', 'TPU heel cage and Torsion bar', 'Recycled rubber outsole made with 10% recycled material derived from production waste', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Shadow Green / Shadow Green / Green Oxide', 'Product code: GX6983']"
1585,https://www.adidas.co.in/core-linear-quickflow-shoes/EY2945.html,EY2945,CORE LINEAR Quickflow SHOES,Running,Men,Victory Blue / Cloud White / Semi Screaming Green / Collegiate Navy,2 579,4 299,40,4.4,101,"High class single tone mesh with small football texture. Raising effect on eyestay with moulded design of pu component and Pop cord on eye stay is a perfect combination of classy shoe with 3 stripes branding webbing on heel. Bounce outsole :- perfect gripping , flexibility and durability","['Regular fit', 'Lace closure', 'Mesh upper', 'Bounce outsole :- perfect gripping , flexibility and durability', 'Football Texture', '3 stripes branding webbing on heel', 'Color: Victory Blue / Cloud White / Semi Screaming Green / Collegiate Navy', 'Product code: EY2945']"
1586,https://www.adidas.co.in/adidas-equipment-support-93-shoes/GY6349.html,GY6349,adidas Equipment Support 93 Shoes,Originals,Men,Orange / Carbon / Collegiate Orange,7 799,12 999,40,4.6,14,"With an outdoor-inspired design pulled from the archives, the Equipment Support 93 Shoes are an elevated take on a classic. Made from a premium leather upper and set on a thick rubber outsole, all the innate details from the OG are still present — from the iconic rotated 3-Stripes to the custom adidas EQT logo. The semi-translucent finish and marble detailing add modern appeal to the essential silhouette.","['Regular fit', 'Lace closure', 'Leather upper', 'Textile lining', 'Rubber outsole', 'Color: Orange / Carbon / Collegiate Orange', 'Product code: GY6349']"
1587,https://www.adidas.co.in/gamecourt-2.0-tennis-shoes/HQ8475.html,HQ8475,Gamecourt 2.0 Tennis Shoes,Tennis,Women,Pulse Mint / Silver Metallic / Violet Fusion,6 599,6 599,0,4.3,42,"Stay confident through every game, set and match. A lightweight mesh upper and padded heel make these adidas Gamecourt 2.0 shoes your perfect tennis partner. The full EVA midsole keeps you comfortable and connected to the court. An Adiwear outsole ensures game-changing traction on hard courts without sacrificing durability.","['Regular fit', 'Lace closure', 'Open mesh upper', 'Padded collar', 'Textile lining', 'EVA midsole', 'Adiwear outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Pulse Mint / Silver Metallic / Violet Fusion', 'Product code: HQ8475']"
1588,https://www.adidas.co.in/azurewalk-shoes/GB2370.html,GB2370,AZUREWALK SHOES,Walking,Women,Grey Six / Mint Rush,2 149,4 299,50,4.2,19,Slide into sophistication. Pull on these running-inspired shoes that combine a convenient laceless closure with a clean look. Soft cushioning keeps you comfortable when you're on your feet for longer than expected.,"['Regular fit', 'Laceless closure', 'Stretchy textile upper', 'Sock-like construction hugs the foot', 'Textile lining', 'Color: Grey Six / Mint Rush', 'Product code: GB2370']"
1589,https://www.adidas.co.in/nizza-platform-shoes/HP6367.html,HP6367,Nizza Platform Shoes,Originals,Women,Off White / Off White / Shock Purple,6 999,6 999,0,4.4,14,"With '70s spirit at their core, these adidas Nizza low top shoes step into the here and now with a platform rubber outsole. A canvas upper with an energetic butterfly print rounds out the street-chic look. They're the everyday staple trainers for those who like to make a statement.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Lace closure', 'Canvas upper', 'Textile lining', 'Rubber platform outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Off White / Off White / Shock Purple', 'Product code: HP6367']"
1592,https://www.adidas.co.in/adicane-slides/HQ9913.html,HQ9913,Adicane Slides,Sportswear,Unisex,Cloud White / Cloud White / Pulse Blue,4 999,4 999,0,4.1,38,"These beauties are built to last, with their clean lines and sturdy design. The smooth upper simply slides on when you're ready to swap the beach for the bar. A moulded footbed feels comfortable underfoot, while the grippy outsole keeps you firmly planted, even beside the pool.

These Adicane Slides are made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.","['Regular fit', 'Slip-on construction', 'Synthetic upper', 'Synthetic lining', 'Moulded footbed', 'Bio-based EVA midsole made with 17% plant-based content derived from sugarcane', 'Synthetic outsole', 'Minimum of 50% natural and renewable materials', 'Color: Cloud White / Cloud White / Pulse Blue', 'Product code: HQ9913']"
1593,https://www.adidas.co.in/runesy-m/GB2499.html,GB2499,Runesy M,Running,Men,Grey / Magic Beige / Active Gold,2 399,3 999,40,4.3,38,RUNSEY SHOES,"['MUST HAVE SHOES FOR RACING AND TRAINING.', 'Product Colour: Core Black/Stone/Pulse Blue/', 'Regular fit', 'Lace closure', 'Mesh upper', 'Light weight Flexible', 'Rubber outsole', 'EVA midsole', 'Color: Grey / Magic Beige / Active Gold', 'Product code: GB2499']"
1594,https://www.adidas.co.in/nmd_r1-shoes/GZ7922.html,GZ7922,NMD_R1 Shoes,Originals,Men,Core Black / Core Black / Cloud White,5 200,12 999,60,4.7,164,"Stand out in the concrete jungle. Inspired by an acclaimed '80s runner from the adidas archives, these NMD_R1 Shoes provide a sock-like fit with a stretchy and supportive knit upper. Energy-returning Boost cushioning provides all-day comfort, and midsole plugs on the sides stand out as the recognisable mark of iconic NMD style. And if that isn't enough to draw some attention, the chic colours sure will.","['Lace closure', 'Stretch knit upper', 'Supportive, sock-like fit', 'Boost midsole', 'Rubber outsole', 'Color: Core Black / Core Black / Cloud White', 'Product code: GZ7922']"
1595,https://www.adidas.co.in/adilette-slides/280648.html,280648,ADILETTE SLIDES,Originals,Men,White / Core Black / White,3 999,3 999,0,4.6,5713,The Adilette debuted in 1970 as a shower slide for the German national football team during the world's biggest match in Mexico before being officially released back in '72. It's been a style mainstay of adidas ever since. These slides stay true to the original look with a contoured footbed and 3-Stripes across the bandage upper.,"['Regular fit', 'Slip-on design', 'PU-coated synthetic bandage upper', 'Quick-dry lining', 'Contoured footbed', 'Polyurethane outsole', 'Color: White / Core Black / White', 'Product code: 280648']"
1597,https://www.adidas.co.in/superstar-shoes/GY9533.html,GY9533,Superstar Shoes,Originals,Women,Core Black / Almost Pink / Cloud White,4 999,9 999,50,4.8,11,"Let your shoes make the statement for you. The adidas Superstar trainer is one of the most iconic adidas designs ever, which makes it perfect for every icon in the making. Shaped over 50 years and spanning generations, it was made to break barriers. Extra laces in multiple colours empower you to customise them so you can mix and match them with your favourite outfits. So go ahead: step out in style.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Lace closure', 'Synthetic upper', 'Synthetic lining', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Core Black / Almost Pink / Cloud White', 'Product code: GY9533']"
1598,https://www.adidas.co.in/galaxy-6-shoes/GW4131.html,GW4131,Galaxy 6 Shoes,Running,Women,Core Black / Core Black / Core Black,5 999,5 999,0,4.4,107,"It was true then, and it's true now. adidas designs shoes with athletes in mind. These running shoes can be worn anytime, but they're still equipped with some innovative tech. The lightweight mesh upper lets air flow, and the Cloudfoam midsole gives a springy, cushioned feel. A soft sockliner keeps feet feeling supported, no matter how often you put them through a long walk or workout.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Breathable mesh upper', 'Textile lining', 'Cloudfoam midsole', 'OrthoLite® sockliner', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Core Black / Core Black / Core Black', 'Product code: GW4131']"
1600,https://www.adidas.co.in/x9000l4-heat.rdy-shoes/GW1384.html,GW1384,X9000L4 HEAT.RDY Shoes,Sportswear,Unisex,Cloud White / Cloud White / Blue Tint,7 499,14 999,0,0.0,0,"Stay on pace through the warmest part of the day. These adidas HEAT.RDY running shoes have a mesh upper that welcomes cooling airflow on short- and middle-distance runs. BOOST delivers incredible energy return and instant comfort to keep you going. The adidas PRIMEKNIT upper wraps the foot with a supportive fit that enhances movement.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Lace closure', 'adidas PRIMEKNIT textile upper', 'BOOST midsole', 'Textile lining', 'Weight: 367 g', 'Midsole drop: 10 mm (heel: 24 mm / forefoot: 14 mm)', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Cloud White / Blue Tint', 'Product code: GW1384']"
1601,https://www.adidas.co.in/dezmer-m/GB2527.html,GB2527,Dezmer M,Running,Men,Blue Night / Stone / Magic Grey Met / Scarlet,2 499,4 999,50,4.1,114,DEZMER SHOES,"['SPRINGY RUNNING SHOES MADE FOR ALL DAY COMFORT', 'Product Colour: Footwear White/Stone/ Semi Impact Orange', 'Regular fit', 'Lace closure', 'Mesh upper', 'Light weight Flexible', 'Rubber outsole', 'EVA midsole', 'Color: Blue Night / Stone / Magic Grey Met / Scarlet', 'Product code: GB2527']"
1603,https://www.adidas.co.in/lite-racer-cln-2.0-shoes/GZ0667.html,GZ0667,Lite Racer CLN 2.0 Shoes,Sportswear,Women,Almost Pink / Almost Pink / Sky Rush,2 240,5 599,60,4.7,161,"Fitness comes in many forms. These running-style shoes are built for days when you're on your feet and go, go, go. Comfortable Cloudfoam midsole cushioning helps you feel fresh until the end of the day. The clean 3-Stripes look transitions easily from sporty to casual.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.","['Regular fit', 'Lace closure', 'Textile upper', 'Textile lining', 'Cloudfoam midsole', 'Synthetic outsole', 'Primegreen', 'Color: Almost Pink / Almost Pink / Sky Rush', 'Product code: GZ0667']"
1604,https://www.adidas.co.in/adicane-flip-flops/HQ9921.html,HQ9921,Adicane Flip-Flops,Sportswear,Unisex,Carbon / Carbon / Carbon,3 999,3 999,0,4.8,14,"Lounging poolside or strolling along the board walk, these adidas flip flops add a touch of style. The classic thong design slips on and off, while a moulded footbed keeps your feet comfortable on the hottest days.

The upper of this shoe contains a minimum of 50% natural and renewable materials to design out finite resources and help end plastic waste.","['Regular fit', 'Classic thong construction', 'Synthetic upper', 'Synthetic lining', 'Moulded footbed', 'Bio-based EVA midsole made with 17% plant-based content derived from sugarcane', 'Synthetic outsole', 'Minimum of 50% natural and renewable materials', 'Color: Carbon / Carbon / Carbon', 'Product code: HQ9921']"
1605,https://www.adidas.co.in/ultraboost-5-dna-shoes/GZ0399.html,GZ0399,Ultraboost 5 DNA Shoes,Sportswear,Women,Grey Five / Cloud White / Acid Red,7 200,17 999,60,4.6,7,"When it comes to comfort, nothing beats the Ultraboost. While the design got its start on the track, these adidas running shoes have stepped firmly into the style realm with polka dots on the adidas PRIMEKNIT upper. Ride through your day on a responsive BOOST midsole that keeps you confident in every jump, turn and stride.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Regular fit', 'Lace closure', 'adidas PRIMEKNIT textile upper', 'BOOST midsole', 'Fitcounter moulded heel counter', 'Weight: 328 g', 'Midsole drop: 10 mm (heel: 22 mm / forefoot: 12 mm)', 'Stretchweb outsole with Continental™ Rubber', 'Yarn in upper contains at least 50% Parley Ocean Plastic\u202fand 50% recycled polyester', 'Color: Grey Five / Cloud White / Acid Red', 'Product code: GZ0399']"
1606,https://www.adidas.co.in/ultraboost-slip-on-dna-shoes/GX5084.html,GX5084,Ultraboost Slip-On DNA Shoes,Sportswear,Women,Core Black / Core Black / Acid Orange,7 200,17 999,0,0.0,0,"How do you bring even more ease to shoes that are already built around comfort? Turn them into slip-ons. This lifestyle version of the Ultraboost has a laceless design that gives it an ultra-clean take on a silhouette rooted in running. Crisscross straps bring extra lockdown to the soft adidas PRIMEKNIT upper. And with the incredible energy return of BOOST, you'll feel fresh on your feet all day.","['Sock-like fit', 'Slip-on', 'adidas PRIMEKNIT upper', 'BOOST midsole', 'Torsion System', 'Weight: 312 g (size UK 5.5)', 'Midsole drop: 10 mm (heel: 22 mm / forefoot: 12 mm)', 'Continental™ Better Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic \u202fand 50% recycled polyester', 'Color: Core Black / Core Black / Acid Orange', 'Product code: GX5084']"
1607,https://www.adidas.co.in/supernova-cushion-7-shoes/GY5241.html,GY5241,Supernova Cushion 7 Shoes,Originals,Men,Cloud White / Blue Rush / Semi Solar Green,7 199,11 999,40,4.7,51,"You don't have to spend hours online searching for those vintage 2000s kicks. Just lace up in these adidas Supernova Cushion 7 Shoes and you're good to go. An authentic reissue of an archival runner from the early 2000s, this pair flashes pure aughts style, from the printed 3-Stripes to the mesh upper. An EVA midsole gives them a smooth, comfortable feel. Much better than a used pair right?

Made in part with recycled content generated from production waste, e.g., cutting scraps and post-consumer household waste, to avoid the larger environmental impact of producing virgin content.","['Lace closure', 'Mesh and synthetic upper', 'Stable feel', 'EVA midsole', 'Rubber outsole', '25% of the components used to make the upper contain a minimum of 50% recycled content', 'Color: Cloud White / Blue Rush / Semi Solar Green', 'Product code: GY5241']"
1608,https://www.adidas.co.in/adisee-shoes/EY3025.html,EY3025,ADISEE SHOES,Running,Men,Blue Night / Cloud White / Active Gold,2 759,4 599,40,4.0,12,An engineered mesh upper a+C1109:E1109nd a supportive die moulded synthetic 3 stripes & eyestay cage that wraps around the midfoot to give stability while running. The all new special eyestay cords makes this shoe a “stand out” from others. Introducing Splatter print on the midsole is a new feature. It has great stability on ground and offer anti-skid resistance.,"['Synthetic Mesh upper', 'Lace Closure', 'Rubber outsole', 'Color: Blue Night / Cloud White / Active Gold', 'Product code: EY3025']"
1609,https://www.adidas.co.in/harquin-shoes/GA1119.html,GA1119,HARQUIN SHOES,Running,Men,Blue Oxide / Cloud White / Orange Rush / Core Black,2 799,3 999,30,4.1,54,Pop colored comfort that's rooted in running meets effortless style in these adidas Harquin Shoes. A breathable Pinhole Textured Mesh Upper With Fused Overlays reveals the nova midsole cushioning underneath. Pop Colored Synthetic Counter is the main element of Shoe. The adidas upper is stretchy and supportive.Outsole design is engineered in such way that it produce extra flexibility while running and walking and also have extremely high anti-skid properties.,"['Mesh Upper', 'Nova Midsole', 'Printing On The Eye Stay', 'Removable  Ortholite Socks', 'High Anti-Skid Properties', 'Nova Outsole', 'Lace-up Closure', 'Color: Blue Oxide / Cloud White / Orange Rush / Core Black', 'Product code: GA1119']"
1610,https://www.adidas.co.in/adicane-flip-flops/HQ9919.html,HQ9919,Adicane Flip-Flops,Sportswear,Unisex,Sand Strata / Sand Strata / Sand Strata,3 999,3 999,0,4.8,14,"Lounging poolside or strolling along the board walk, these adidas flip flops add a touch of style. The classic thong design slips on and off, while a moulded footbed keeps your feet comfortable on the hottest days.

The upper of this shoe contains a minimum of 50% natural and renewable materials to design out finite resources and help end plastic waste.","['Regular fit', 'Classic thong construction', 'Synthetic upper', 'Synthetic lining', 'Moulded footbed', 'Bio-based EVA midsole made with 17% plant-based content derived from sugarcane', 'Synthetic outsole', 'Minimum of 50% natural and renewable materials', 'Color: Sand Strata / Sand Strata / Sand Strata', 'Product code: HQ9919']"
1611,https://www.adidas.co.in/ultraboost-5.0-dna-shoes/GZ0446.html,GZ0446,Ultraboost 5.0 DNA Shoes,Sportswear,Women,Almost Pink / Cloud White / Turbo,7 200,17 999,0,0.0,0,"Some days start before the sun rises. Other days keep you out after dusk. These adidas Ultraboost running shoes have glow-in-the-dark details that light up in the low light. Their signature, responsive feel — with energy-returning BOOST in the midsole and a soft, adaptive adidas PRIMEKNIT upper — keeps your feet comfortable, no matter the time of day.","['Lace closure', 'adidas PRIMEKNIT textile upper', 'BOOST midsole', 'Fitcounter heel counter', 'Weight: 312 g (size UK 5.5)', 'Midsole drop: 10 mm (heel: 22 mm / forefoot: 12 mm)', 'Stretchweb outsole with Continental™ Rubber', 'Yarn in upper contains at least 50% Parley Ocean Plastic\u202fand 50% recycled polyester', 'Color: Almost Pink / Cloud White / Turbo', 'Product code: GZ0446']"
1612,https://www.adidas.co.in/adirio-attack-2-slippers/EY3207.html,EY3207,Adirio Attack 2 Slippers,Swim,Men,Core Black / Power Red,559,799,30,4.6,48,These adidas Adi Rio Attack 2 slippers for men come with Webbing straps for a great fit. It's Lightweight EVA offers comfort along with textured Rubber outsole.,"['Webbing textile straps for great fit', 'Lightweight EVA for comfort with textured rubber outsole', 'adidas Performance logo label on the strap', 'Color: Core Black / Power Red', 'Product code: EY3207']"
1613,https://www.adidas.co.in/solarglide-5-shoes/GX5496.html,GX5496,Solarglide 5 Shoes,Running,Women,Core White / Silver Metallic / Light Flash Orange,5 600,13 999,60,4.6,207,"Whether you're building consistency, upping your distance or training for a personal best, Solarglide 5 are the shoes you leave by the door to support your goals every single day. They're packed with performance technology, from the BOOST midsole to the knit upper and the adidas LEP 2.0. This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean.","['Regular fit', 'Lace closure', 'Circular knit textile upper', 'BOOST midsole', 'Continental™ Rubber outsole', 'Weight: 280 g', 'Midsole drop: 10 mm (heel: 36 mm / forefoot: 26 mm)', 'adidas LEP 2.0', 'Yarn in upper contains at least 50% Parley Ocean Plastic\u202fand 50% recycled polyester', 'Color: Core White / Silver Metallic / Light Flash Orange', 'Product code: GX5496']"
1614,https://www.adidas.co.in/ultraboost-5.0-dna-shoes/GY3190.html,GY3190,Ultraboost 5.0 DNA Shoes,Sportswear,Women,Cloud White / Cloud White / Scarlet,7 200,17 999,60,5.0,6,"The best ideas? They stick around and evolve. Just look at adidas' Ultraboost running shoes. They may have started as high-performance runners, but they quickly gained a following off the track. This pair builds on their design code in a version dedicated to lifestyle wear. Running or walking, Boost cushioning delivers energy return you have to feel to believe. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.","['Sock-like fit', 'Lace closure', 'adidas Primeknit upper', 'Textile lining', 'Boost midsole', 'Midsole drop: 10 mm (heel 30.5 mm / forefoot 20.5 mm)', 'Continental™ Better Rubber outsole', 'Primeblue', 'Color: Cloud White / Cloud White / Scarlet', 'Product code: GY3190']"
1615,https://www.adidas.co.in/ultraboost-19.5-dna-running-sportswear-lifestyle-shoes/GZ6469.html,GZ6469,Ultraboost 19.5 DNA Running Sportswear Lifestyle Shoes,Sportswear,Women,Cloud White / Cloud White / Bliss Orange,7 200,17 999,60,4.6,70,"Created for runners, coveted by sneakerheads. These Ultraboost DNA shoes have the genes of the original, with design details that take them beyond the track. A distinctive pattern on the foot-hugging adidas PRIMEKNIT upper amps up the style. The moulded heel counter adds to the iconic look, and BOOST cushioning delivers a comfortable ride.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Regular fit', 'Lace closure', 'adidas PRIMEKNIT upper', 'Fitcounter moulded heel counter', 'BOOST midsole', 'Textile lining', 'Stretchweb outsole with Continental™ Rubber', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Cloud White / Cloud White / Bliss Orange', 'Product code: GZ6469']"
1616,https://www.adidas.co.in/adilette-clogs/GZ5314.html,GZ5314,Adilette Clogs,Swim,Unisex,Royal Blue / Cloud White / Royal Blue,4 599,4 599,0,4.7,4169,"Based on the iconic adidas slide, these clogs are as functional as they are comfortable. Whether you're walking to the gym or pool for an early-morning workout or just want to keep the slouchy-casual vibe going all through your day, slip your feet into the contoured footbeds and head for the door.","['Regular fit', 'Slip-on construction', 'Synthetic upper', 'Soft feel', 'Sport-inspired clogs for every day', 'Contoured EVA footbed', 'Synthetic outsole', 'Color: Royal Blue / Cloud White / Royal Blue', 'Product code: GZ5314']"
1618,https://www.adidas.co.in/flydoot-shoes/EY2953.html,EY2953,FLYDOOT SHOES,Running,Men,Tech Indigo / Cloud White / Victory Gold,3 009,4 299,30,4.3,68,"If you're striving to be the best or you just want the best fit for your daily life. With iconic design and high-performance technology, you can be sure that theseshoes won't let you down.","['Mesh upper', 'Lace-up Closure', 'Rubber Sole', 'Regular fit', 'Color: Tech Indigo / Cloud White / Victory Gold', 'Product code: EY2953']"
1620,https://www.adidas.co.in/gamecourt-2.0-tennis-shoes/GW2990.html,GW2990,Gamecourt 2.0 Tennis Shoes,Tennis,Men,Core Black / Cloud White / Core Black,5 999,5 999,0,4.7,115,"Stay confident through every game, set and match. A lightweight mesh upper and padded heel make these adidas Gamecourt 2.0 shoes your perfect tennis partner. The full EVA midsole keeps you comfortable and connected to the court. An Adiwear outsole ensures game-changing traction on hard courts without sacrificing durability.","['Regular fit', 'Lace closure', 'Open mesh upper', 'Padded collar', 'Textile lining', 'EVA midsole', 'Adiwear outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Core Black / Cloud White / Core Black', 'Product code: GW2990']"
1624,https://www.adidas.co.in/adilette-slides/280647.html,280647,ADILETTE SLIDES,Originals,Men,Core Black / White / Core Black,3 999,3 999,0,4.6,5713,The Adilette debuted in 1970 as a shower slide for the German national football team during the world's biggest match in Mexico before being officially released back in '72. It's been a style mainstay of adidas ever since. These slides stay true to the original look with a contoured footbed and 3-Stripes across the bandage upper.,"['Regular fit', 'Slip-on design', 'PU-coated synthetic bandage upper', 'Quick-dry lining', 'Contoured footbed', 'Polyurethane outsole', 'Color: Core Black / White / Core Black', 'Product code: 280647']"
1625,https://www.adidas.co.in/nizza-parley-shoes/GX6979.html,GX6979,Nizza Parley Shoes,Originals,Men,Chalk White / Cloud White / Wonder White,6 999,13 999,0,0.0,0,"These adidas shoes take things back to Southern California in the '70s, a time when climate activism and skate culture first collided in a burst of rebellious optimism. The sun-bleached look and salt-stained colours play out on an upper that's made in part with Parley Ocean Plastic — all riding on a natural rubber midsole and outsole. Bringing visibility into our process, a QR code allows you to see exactly where the recycled plastic came from, and all the steps of the process until they got to you.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Lace closure', 'Textile upper made with high-performance yarn', 'Rubber toe bumper', 'Textile lining', 'Natural rubber midsole', 'Natural rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Chalk White / Cloud White / Wonder White', 'Product code: GX6979']"
1627,https://www.adidas.co.in/lite-racer-3.0-shoes/GY3100.html,GY3100,Lite Racer 3.0 Shoes,Sportswear,Men,Halo Silver / Cloud White / Grey Two,4 999,4 999,0,4.5,454,"Walking is an essential part of daily life. Comfort should be too. Enjoy every step you take in these adidas shoes. Inspired by classic running shoes, they have plush Cloudfoam cushioning and a snug fit. Plus, 3-Stripes style. Do you even need any other shoes?","['Lace closure', 'Textile upper', 'Cushioned feel', 'Textile lining', 'Cloudfoam midsole', 'Upper contains a minimum of 50% recycled content', 'Color: Halo Silver / Cloud White / Grey Two', 'Product code: GY3100']"
1628,https://www.adidas.co.in/solarcontrol-shoes/GX9227.html,GX9227,Solarcontrol Shoes,Running,Men,Impact Orange / Night Metallic / Pulse Lilac,6 999,13 999,0,0.0,0,"From training runs to race day, go the distance with confidence. These running shoes provide extra stability with adidas LEP 2.0, designed to help guide each foot strike and propel you forward. The mesh upper offers targeted lockdown zones for added support while maintaining breathability. BOOST cushioning delivers energy return and comfort to keep you feeling fresh from start to finish.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Engineered mesh upper', 'Linear Energy Push system', 'Dual-density EVA platform', 'BOOST midsole', 'Weight: 340 g (size UK 8.5)', 'Midsole drop: 10 mm (heel: 33 mm / forefoot: 23 mm)', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Impact Orange / Night Metallic / Pulse Lilac', 'Product code: GX9227']"
1630,https://www.adidas.co.in/lite-racer-3.0-shoes/GX6742.html,GX6742,Lite Racer 3.0 Shoes,Sportswear,Men,Grey Five / Shadow Olive / Cloud White,2 299,4 599,50,4.5,454,"Walking is an essential part of daily life. Comfort should be too. Enjoy every step you take in these adidas shoes. Inspired by classic running shoes, they have plush Cloudfoam cushioning and a snug fit. Plus, 3-Stripes style. Do you even need any other shoes?","['Lace closure', 'Textile upper', 'Cushioned feel', 'Textile lining', 'Cloudfoam midsole', 'Upper contains a minimum of 50% recycled content', 'Color: Grey Five / Shadow Olive / Cloud White', 'Product code: GX6742']"
1631,https://www.adidas.co.in/geodiver-primeblue-shoes/FX5079.html,FX5079,Geodiver Primeblue Shoes,Originals,Women,Cloud White / Cloud White / Core Black,4 299,8 599,0,0.0,0,"Style or planet? No need to pick sides. Lace into the streamlined design of these sporty shoes and join in adidas' commitment to help end plastic waste. Their minimalist upper is made with recycled materials and a partially recycled EVA midsole that keeps you walking on clouds. Sometimes, less is more.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.","['Lace closure', 'Textile upper', 'Comfortable and lightweight', 'EVA midsole and outsole', 'Textile lining', 'Rubber insert on the outsole', 'Primeblue', 'Color: Cloud White / Cloud White / Core Black', 'Product code: FX5079']"
